subj_id,model,promptstyle,nperms,alph,prob_type,prob_ind,response_string
62,human,human,np_2,alph_1,add_letter,1.0,kbmno
62,human,human,np_2,alph_3,sort,5.0,zqxw
62,human,human,np_2,alph_2,remove_redundant,2.0,tuvsx
62,human,human,np_2,alph_6,succ,0.0,klnn
62,human,human,np_2,alph_0,pred,0.0,jklm
62,human,human,np_2,alph_4,fix_alphabet,8.0,onmlk
62,human,human,np_symb,symb_0,succ,1.0,$)*=
62,human,human,np_symb,symb_1,pred,8.0,<$!+
62,human,human,np_5,alph_1,succ,2.0,qxtt
62,human,human,np_5,alph_5,add_letter,6.0,qrstu
62,human,human,np_5,alph_4,pred,8.0,acdf
62,human,human,np_5,alph_2,sort,4.0,cdef
62,human,human,np_5,alph_6,attn,8.0,aaaa
62,human,human,np_5,alph_0,fix_alphabet,7.0,ovwxy
62,human,human,np_5,alph_3,remove_redundant,0.0,efqhi
63,human,human,np_5,alph_1,remove_redundant,6.0,vweyz
63,human,human,np_5,alph_3,sort,8.0,snrpt
63,human,human,np_5,alph_4,succ,8.0,noep
63,human,human,np_5,alph_6,pred,1.0,fhij
63,human,human,np_5,alph_0,attn,7.0,a a a a
63,human,human,np_5,alph_2,add_letter,5.0,pmrst
63,human,human,np_5,alph_5,fix_alphabet,4.0,bcdke
63,human,human,np_symb,symb_1,pred,9.0,&$!+
63,human,human,np_symb,symb_0,succ,1.0,$)*=
63,human,human,np_2,alph_4,remove_redundant,8.0,abfde
63,human,human,np_2,alph_2,add_letter,8.0,mnopq
63,human,human,np_2,alph_5,pred,0.0,bdel
63,human,human,np_2,alph_1,succ,8.0,bmnp
63,human,human,np_2,alph_3,sort,9.0,utsry
63,human,human,np_2,alph_0,attn,9.0,a a a a
63,human,human,np_2,alph_6,fix_alphabet,2.0,edlpq
64,human,human,np_symb,symb_1,pred,6.0,?
64,human,human,np_symb,symb_0,succ,1.0,a
64,human,human,np_2,alph_1,sort,4.0,?
64,human,human,np_2,alph_4,pred,8.0,b
64,human,human,np_2,alph_0,remove_redundant,7.0,2
64,human,human,np_2,alph_2,attn,5.0,aaaa
64,human,human,np_2,alph_5,add_letter,6.0,cdelg
64,human,human,np_2,alph_6,succ,0.0,kleo
64,human,human,np_2,alph_3,fix_alphabet,5.0,a w x q
64,human,human,np_20,alph_4,pred,7.0,ba s j
64,human,human,np_20,alph_1,attn,3.0,aaaa
64,human,human,np_20,alph_3,sort,0.0,?
64,human,human,np_20,alph_6,add_letter,6.0,q k c m t
64,human,human,np_20,alph_5,succ,7.0,q v oi
64,human,human,np_20,alph_0,fix_alphabet,2.0,?
64,human,human,np_20,alph_2,remove_redundant,6.0,?
65,human,human,np_20,alph_2,attn,1.0,aaaa
65,human,human,np_20,alph_3,remove_redundant,7.0,logep
65,human,human,np_20,alph_1,succ,2.0,gzym
65,human,human,np_20,alph_4,pred,8.0,ivqy
65,human,human,np_20,alph_5,sort,5.0,jpzms
65,human,human,np_20,alph_6,add_letter,7.0,evwzl
65,human,human,np_20,alph_0,fix_alphabet,4.0,sutwc
65,human,human,np_symb,symb_0,succ,5.0,=&<!
65,human,human,np_symb,symb_1,pred,1.0,)<@=
65,human,human,np_2,alph_6,pred,8.0,cmfg
65,human,human,np_2,alph_3,succ,5.0,stuw
65,human,human,np_2,alph_5,remove_redundant,8.0,bcdel
65,human,human,np_2,alph_0,attn,3.0,aaaa
65,human,human,np_2,alph_2,fix_alphabet,5.0,rwtum
65,human,human,np_2,alph_1,add_letter,9.0,alcde
65,human,human,np_2,alph_4,sort,0.0,fcdgi
66,human,human,np_symb,symb_0,pred,5.0,)=&<
66,human,human,np_symb,symb_1,succ,3.0,+)<=
66,human,human,np_20,alph_2,succ,7.0,bnfp
66,human,human,np_20,alph_6,sort,1.0,diqkc
66,human,human,np_20,alph_3,pred,1.0,roge
66,human,human,np_20,alph_5,remove_redundant,9.0,aryte
66,human,human,np_20,alph_4,add_letter,8.0,wpcde
66,human,human,np_20,alph_0,fix_alphabet,9.0,bpers
66,human,human,np_20,alph_1,attn,2.0,aaaa
66,human,human,np_1,alph_0,fix_alphabet,1.0,cdefg
66,human,human,np_1,alph_5,sort,4.0,uvwxy
66,human,human,np_1,alph_1,add_letter,0.0,ghijk
66,human,human,np_1,alph_2,attn,1.0,aaaa
66,human,human,np_1,alph_4,pred,5.0,rtuv
66,human,human,np_1,alph_6,remove_redundant,6.0,lmnop
66,human,human,np_1,alph_3,succ,3.0,uvwy
67,human,human,np_20,alph_0,add_letter,5.0,stwmc
67,human,human,np_20,alph_2,succ,8.0,dlyo
67,human,human,np_20,alph_3,attn,1.0,aaaa
67,human,human,np_20,alph_6,pred,4.0,adiq
67,human,human,np_20,alph_1,remove_redundant,3.0,uvpnx
67,human,human,np_20,alph_5,fix_alphabet,6.0,ytefb
67,human,human,np_20,alph_4,sort,4.0,mntkf
67,human,human,np_symb,symb_0,pred,9.0,@&<+
67,human,human,np_symb,symb_1,succ,0.0,+)<=
67,human,human,np_10,alph_5,sort,2.0,acdbf
67,human,human,np_10,alph_1,succ,2.0,phru
67,human,human,np_10,alph_0,remove_redundant,0.0,eoghi
67,human,human,np_10,alph_2,pred,6.0,djkl
67,human,human,np_10,alph_6,add_letter,8.0,tyruv
67,human,human,np_10,alph_3,attn,5.0,aaaa
67,human,human,np_10,alph_4,fix_alphabet,0.0,vwxyr
68,human,human,np_20,alph_4,sort,0.0,kmtno
68,human,human,np_20,alph_2,fix_alphabet,0.0,lysock
68,human,human,np_20,alph_1,pred,5.0,zwmh
68,human,human,np_20,alph_3,succ,6.0,mxun
68,human,human,np_20,alph_6,add_letter,8.0,xpjhn
68,human,human,np_20,alph_5,attn,6.0,aaaa
68,human,human,np_20,alph_0,remove_redundant,4.0,unoyq
68,human,human,np_symb,symb_0,pred,2.0,@&<+
68,human,human,np_symb,symb_1,succ,0.0,+)<=
68,human,human,np_5,alph_5,add_letter,5.0,bcdef
68,human,human,np_5,alph_4,sort,1.0,noeqp
68,human,human,np_5,alph_6,attn,6.0,aaaa
68,human,human,np_5,alph_3,remove_redundant,4.0,defqh
68,human,human,np_5,alph_1,succ,6.0,abco
68,human,human,np_5,alph_2,pred,4.0,foij
68,human,human,np_5,alph_0,fix_alphabet,7.0,ovwxy
69,human,human,np_symb,symb_0,succ,6.0,@ = &+
69,human,human,np_symb,symb_1,pred,4.0,$ + ) <
69,human,human,np_10,alph_5,sort,3.0,b e c d a
69,human,human,np_10,alph_3,remove_redundant,7.0,p z f g h
69,human,human,np_10,alph_2,succ,5.0,q y s u
69,human,human,np_10,alph_1,attn,1.0,a a a a
69,human,human,np_10,alph_6,pred,0.0, l m z v
69,human,human,np_10,alph_0,fix_alphabet,8.0,i n k w l
69,human,human,np_10,alph_4,add_letter,8.0,o p h n s
69,human,human,np_20,alph_0,succ,9.0,h a z p
69,human,human,np_20,alph_2,remove_redundant,8.0,v r x j z
69,human,human,np_20,alph_4,attn,8.0,a a a a
69,human,human,np_20,alph_3,pred,9.0,z h t c
69,human,human,np_20,alph_6,add_letter,5.0,b r g y e
69,human,human,np_20,alph_1,fix_alphabet,0.0,d t s j e
69,human,human,np_20,alph_5,sort,8.0, k h l w c
70,human,human,np_20,alph_3,sort,1.0,fzvht
70,human,human,np_20,alph_6,attn,6.0,aaaa
70,human,human,np_20,alph_1,remove_redundant,0.0,eeooflu
70,human,human,np_20,alph_4,add_letter,2.0,dezbh
70,human,human,np_20,alph_5,succ,4.0,khlc
70,human,human,np_20,alph_2,fix_alphabet,6.0,wiqed
70,human,human,np_20,alph_0,pred,5.0,prst
70,human,human,np_symb,symb_1,pred,4.0,$!)<@
70,human,human,np_symb,symb_0,succ,5.0,= & < +!
70,human,human,np_2,alph_4,add_letter,5.0,abfde
70,human,human,np_2,alph_3,remove_redundant,2.0,yrstu
70,human,human,np_2,alph_6,pred,8.0,cmfg
70,human,human,np_2,alph_0,succ,0.0,rstv
70,human,human,np_2,alph_2,fix_alphabet,7.0,vsxyz
70,human,human,np_2,alph_1,attn,0.0,aaaa
70,human,human,np_2,alph_5,sort,3.0,bcdel
71,human,human,np_2,alph_4,sort,5.0,mnopq
71,human,human,np_2,alph_6,remove_redundant,7.0,bcdmf
71,human,human,np_2,alph_0,fix_alphabet,7.0,nopqr
71,human,human,np_2,alph_2,add_letter,5.0,qrwtu
71,human,human,np_2,alph_1,pred,0.0,jbmn
71,human,human,np_2,alph_3,succ,5.0,stuv
71,human,human,np_2,alph_5,attn,1.0,aaaa
71,human,human,np_symb,symb_0,pred,6.0,)@=&
71,human,human,np_symb,symb_1,succ,6.0,>$!)
71,human,human,np_1,alph_6,add_letter,9.0,efghi
71,human,human,np_1,alph_3,succ,6.0,nopr
71,human,human,np_1,alph_0,attn,7.0,aaaa
71,human,human,np_1,alph_1,fix_alphabet,5.0,hijkl
71,human,human,np_1,alph_4,remove_redundant,0.0,tuvwx
71,human,human,np_1,alph_5,sort,6.0,defgh
71,human,human,np_1,alph_2,pred,3.0,rtuv
72,human,human,np_2,alph_3,sort,9.0,utsry
72,human,human,np_2,alph_4,succ,9.0,uvwy
72,human,human,np_2,alph_0,pred,0.0,jlmn
72,human,human,np_2,alph_2,remove_redundant,1.0,defgh
72,human,human,np_2,alph_6,fix_alphabet,5.0,lenop
72,human,human,np_2,alph_5,attn,7.0,aaa
72,human,human,np_2,alph_1,add_letter,2.0,hijkb
72,human,human,np_10,alph_5,add_letter,6.0,grijk
72,human,human,np_10,alph_3,pred,6.0,czfg
72,human,human,np_10,alph_0,succ,4.0,twvx
72,human,human,np_10,alph_6,attn,0.0,aaaa
72,human,human,np_10,alph_4,sort,6.0,olmhp
72,human,human,np_10,alph_2,fix_alphabet,2.0,yqpux
72,human,human,np_10,alph_1,remove_redundant,7.0,rsudv
72,human,human,np_symb,symb_1,pred,9.0,&$!+
72,human,human,np_symb,symb_0,succ,1.0,$)*=
73,human,human,np_symb,symb_0,succ,9.0,)*@&
73,human,human,np_symb,symb_1,pred,9.0,&$!+
73,human,human,np_2,alph_0,sort,7.0,auucg
73,human,human,np_2,alph_4,succ,5.0,cghj
73,human,human,np_2,alph_1,pred,1.0,acde
73,human,human,np_2,alph_3,attn,4.0,yrsu
73,human,human,np_2,alph_6,add_letter,9.0,hijkl
73,human,human,np_2,alph_5,fix_alphabet,0.0,cpelu
73,human,human,np_2,alph_2,remove_redundant,0.0,vsxyz
73,human,human,np_20,alph_5,fix_alphabet,8.0,pduqv
73,human,human,np_20,alph_6,add_letter,5.0,brgye
73,human,human,np_20,alph_1,remove_redundant,3.0,uvvpn
73,human,human,np_20,alph_2,pred,2.0,ktuv
73,human,human,np_20,alph_3,sort,6.0,gepwj
73,human,human,np_20,alph_4,attn,3.0,aaaa
73,human,human,np_20,alph_0,succ,1.0,gfjk
74,human,human,np_20,alph_3,succ,4.0,gepj
74,human,human,np_20,alph_1,fix_alphabet,3.0,jeofl
74,human,human,np_20,alph_6,remove_redundant,4.0,yevwz
74,human,human,np_20,alph_2,attn,1.0,aaaa
74,human,human,np_20,alph_4,pred,4.0,ontk
74,human,human,np_20,alph_0,add_letter,7.0,jdkha
74,human,human,np_20,alph_5,sort,8.0,cwlhk
74,human,human,np_symb,symb_1,pred,1.0,.)<@
74,human,human,np_symb,symb_0,succ,5.0,=&<>
74,human,human,np_2,alph_0,sort,9.0,defgh
74,human,human,np_2,alph_2,attn,5.0,aaaa
74,human,human,np_2,alph_1,succ,9.0,alce
74,human,human,np_2,alph_5,add_letter,8.0,kfmno
74,human,human,np_2,alph_6,fix_alphabet,9.0,fghi
74,human,human,np_2,alph_3,pred,0.0,vxqz
74,human,human,np_2,alph_4,remove_redundant,9.0,qrstu
75,human,human,np_10,alph_2,attn,7.0,a a a a
75,human,human,np_10,alph_3,pred,6.0,c z f g
75,human,human,np_10,alph_1,fix_alphabet,2.0,c q e f p
75,human,human,np_10,alph_4,add_letter,6.0,h n s j u
75,human,human,np_10,alph_0,succ,4.0,t w v x
75,human,human,np_10,alph_5,remove_redundant,2.0,e a c c d b b
75,human,human,np_10,alph_6,sort,6.0,w l m v u 
75,human,human,np_symb,symb_0,succ,0.0,) * @ &
75,human,human,np_symb,symb_1,pred,8.0,$ + + )
75,human,human,np_5,alph_6,attn,4.0,a a a a 
75,human,human,np_5,alph_1,sort,2.0,l m r n k
75,human,human,np_5,alph_4,pred,4.0,d k g h
75,human,human,np_5,alph_5,succ,9.0,u y w v
75,human,human,np_5,alph_3,add_letter,3.0,e f q h i
75,human,human,np_5,alph_0,fix_alphabet,2.0,e s f r h i 
75,human,human,np_5,alph_2,remove_redundant,9.0,q b d d e
76,human,human,np_2,alph_1,fix_alphabet,8.0,f y t r
76,human,human,np_2,alph_5,pred,8.0,e h o q 
76,human,human,np_2,alph_3,add_letter,2.0,b d f i j
76,human,human,np_2,alph_4,sort,5.0,b e h i
76,human,human,np_2,alph_6,attn,4.0,a a a a
76,human,human,np_2,alph_2,succ,3.0,jklm
76,human,human,np_2,alph_0,remove_redundant,0.0,e g h k l
76,human,human,np_10,alph_6,succ,4.0,h p q t
76,human,human,np_10,alph_1,fix_alphabet,3.0,t n x p h
76,human,human,np_10,alph_4,remove_redundant,1.0,h n s j u
76,human,human,np_10,alph_2,sort,8.0,p o n q
76,human,human,np_10,alph_0,add_letter,9.0, w v b
76,human,human,np_10,alph_5,pred,9.0,n p n h
76,human,human,np_10,alph_3,attn,1.0,k j n b
76,human,human,np_symb,symb_1,pred,2.0,& > @
76,human,human,np_symb,symb_0,succ,9.0,$ # @
77,human,human,np_2,alph_1,attn,3.0, a a a a
77,human,human,np_2,alph_0,remove_redundant,4.0,bvwxy
77,human,human,np_2,alph_4,pred,8.0,hjkl
77,human,human,np_2,alph_5,add_letter,9.0,jkfmn
77,human,human,np_2,alph_2,sort,2.0,jklmn
77,human,human,np_2,alph_6,succ,1.0,dmfh
77,human,human,np_2,alph_3,fix_alphabet,1.0,ijlm
77,human,human,np_5,alph_0,pred,7.0,bpur
77,human,human,np_5,alph_5,attn,1.0,a a a a
77,human,human,np_5,alph_3,remove_redundant,7.0,lmzop
77,human,human,np_5,alph_2,sort,1.0,utstm
77,human,human,np_5,alph_4,add_letter,7.0,qpstu
77,human,human,np_5,alph_1,succ,6.0,abco
77,human,human,np_5,alph_6,fix_alphabet,8.0,mgkwq
77,human,human,np_symb,symb_1,pred,3.0,& ! +
77,human,human,np_symb,symb_0,succ,9.0,) * @& 
78,human,human,np_1,alph_5,add_letter,5.0,rstuv
78,human,human,np_1,alph_3,sort,5.0,xuwvy
78,human,human,np_1,alph_2,fix_alphabet,6.0,pqrst
78,human,human,np_1,alph_1,succ,7.0,qrsu
78,human,human,np_1,alph_0,attn,0.0,aaaa
78,human,human,np_1,alph_6,remove_redundant,7.0,cdefg
78,human,human,np_1,alph_4,pred,0.0,iklm
78,human,human,np_2,alph_0,add_letter,4.0,ucdef
78,human,human,np_2,alph_2,succ,4.0,ijkm
78,human,human,np_2,alph_4,fix_alphabet,0.0,decgh
78,human,human,np_2,alph_3,sort,4.0,vwxqz
78,human,human,np_2,alph_6,attn,2.0,aaaa
78,human,human,np_2,alph_1,pred,0.0,jbmn
78,human,human,np_2,alph_5,remove_redundant,1.0,delgh
78,human,human,np_symb,symb_0,succ,8.0,)*@&
78,human,human,np_symb,symb_1,pred,0.0,+<@=
79,human,human,np_20,alph_3,remove_redundant,2.0,zvhtc
79,human,human,np_20,alph_5,sort,6.0,btefy
79,human,human,np_20,alph_2,pred,7.0,bfmp
79,human,human,np_20,alph_1,succ,3.0,hird
79,human,human,np_20,alph_6,add_letter,6.0,qkcmt
79,human,human,np_20,alph_0,fix_alphabet,8.0,wmcak
79,human,human,np_20,alph_4,attn,6.0,aaaa
79,human,human,np_symb,symb_0,succ,9.0,)*@&
79,human,human,np_symb,symb_1,pred,5.0,!)<@
79,human,human,np_1,alph_4,sort,8.0,hijkl
79,human,human,np_1,alph_6,remove_redundant,0.0,defgh
79,human,human,np_1,alph_2,fix_alphabet,2.0,fghi
79,human,human,np_1,alph_0,attn,1.0,aaaa
79,human,human,np_1,alph_5,add_letter,8.0,efghi
79,human,human,np_1,alph_1,pred,3.0,vxyz
79,human,human,np_1,alph_3,succ,7.0,lmnp
80,human,human,np_20,alph_6,succ,0.0,iqkm
80,human,human,np_20,alph_2,fix_alphabet,4.0,amdgh
80,human,human,np_20,alph_5,add_letter,8.0,uqvog
80,human,human,np_20,alph_1,remove_redundant,0.0,ooflu
80,human,human,np_20,alph_0,attn,4.0,aaaa
80,human,human,np_20,alph_3,sort,1.0,fzvht
80,human,human,np_20,alph_4,pred,4.0,ontk
80,human,human,np_symb,symb_1,succ,6.0,>$!)
80,human,human,np_symb,symb_0,pred,1.0,)@=&
80,human,human,np_10,alph_1,sort,2.0,ogfiy
80,human,human,np_10,alph_6,attn,1.0,aaaa
80,human,human,np_10,alph_0,fix_alphabet,9.0,atpyr
80,human,human,np_10,alph_5,pred,7.0,mnhq
80,human,human,np_10,alph_2,remove_redundant,6.0,lmmno
80,human,human,np_10,alph_4,succ,2.0,tkzl
80,human,human,np_10,alph_3,add_letter,0.0,tuvwx
81,human,human,np_1,alph_4,remove_redundant,2.0,cdefg
81,human,human,np_1,alph_0,fix_alphabet,8.0,ghijk
81,human,human,np_1,alph_1,add_letter,0.0,g h i j k
81,human,human,np_1,alph_2,sort,3.0,n o p q r
81,human,human,np_1,alph_5,pred,2.0,fhij
81,human,human,np_1,alph_6,attn,4.0,a a a a
81,human,human,np_1,alph_3,succ,3.0,u v wy
81,human,human,np_symb,symb_0,succ,6.0,* @ = +
81,human,human,np_symb,symb_1,pred,8.0,! $ + )
81,human,human,np_5,alph_3,succ,8.0,a g c e
81,human,human,np_5,alph_2,add_letter,3.0,e f g o i
81,human,human,np_5,alph_4,sort,3.0,fkigh
81,human,human,np_5,alph_0,pred,1.0,ndef
81,human,human,np_5,alph_6,attn,0.0,aaaa
81,human,human,np_5,alph_5,fix_alphabet,1.0,ywxvi
81,human,human,np_5,alph_1,remove_redundant,9.0,rmnlp
82,human,human,np_symb,symb_0,succ,1.0,$)*=
82,human,human,np_symb,symb_1,pred,5.0,!)<@
82,human,human,np_10,alph_2,pred,5.0,bhef
82,human,human,np_10,alph_0,fix_alphabet,6.0,ufpyg
82,human,human,np_10,alph_6,add_letter,1.0,ruvwl
82,human,human,np_10,alph_1,remove_redundant,2.0,fgyio
82,human,human,np_10,alph_5,attn,4.0,a a a a
82,human,human,np_10,alph_4,succ,7.0,faqt
82,human,human,np_10,alph_3,sort,4.0,kidbh
82,human,human,np_1,alph_5,remove_redundant,1.0,uvwxy
82,human,human,np_1,alph_2,fix_alphabet,3.0,ohefg
82,human,human,np_1,alph_0,add_letter,7.0,bcdef
82,human,human,np_1,alph_3,attn,6.0,a a a a
82,human,human,np_1,alph_4,pred,6.0,npqr
82,human,human,np_1,alph_6,sort,3.0,rutvs
82,human,human,np_1,alph_1,succ,8.0,abce
83,human,human,np_symb,symb_1,succ,9.0,!+)@
83,human,human,np_symb,symb_0,pred,0.0,>*@=
83,human,human,np_20,alph_1,sort,9.0,vnpxq
83,human,human,np_20,alph_3,add_letter,4.0,jmxuq
83,human,human,np_20,alph_2,succ,7.0,bnfm
83,human,human,np_20,alph_0,remove_redundant,9.0,zbper
83,human,human,np_20,alph_4,attn,9.0,a a a a
83,human,human,np_20,alph_6,pred,0.0,ewzl
83,human,human,np_20,alph_5,fix_alphabet,0.0,ptefj
83,human,human,np_1,alph_6,sort,8.0,sprqo
83,human,human,np_1,alph_0,add_letter,1.0,jklmn
83,human,human,np_1,alph_1,fix_alphabet,5.0,hijkl
83,human,human,np_1,alph_2,pred,5.0,jlmn
83,human,human,np_1,alph_5,succ,2.0,qrsu
83,human,human,np_1,alph_4,remove_redundant,5.0,tuvwx
83,human,human,np_1,alph_3,attn,3.0,fghj
84,human,human,np_symb,symb_0,succ,1.0,$)*=
84,human,human,np_symb,symb_1,pred,3.0,&$!+
84,human,human,np_1,alph_5,add_letter,2.0,rstuv
84,human,human,np_1,alph_4,fix_alphabet,8.0,abcde
84,human,human,np_1,alph_0,sort,5.0,uvwxy
84,human,human,np_1,alph_2,succ,3.0,jkln
84,human,human,np_1,alph_1,pred,2.0,cefg
84,human,human,np_1,alph_3,attn,8.0,aaaa
84,human,human,np_1,alph_6,remove_redundant,3.0,abcde
84,human,human,np_2,alph_5,attn,6.0,aaaa
84,human,human,np_2,alph_3,sort,3.0,nypro
84,human,human,np_2,alph_1,pred,9.0,dfgh
84,human,human,np_2,alph_2,fix_alphabet,6.0,klmno
84,human,human,np_2,alph_0,add_letter,6.0,qrstb
84,human,human,np_2,alph_6,remove_redundant,3.0,mfghi
84,human,human,np_2,alph_4,succ,9.0,uvwy
85,human,human,np_1,alph_3,add_letter,6.0,stuvw
85,human,human,np_1,alph_5,sort,1.0,sprqt
85,human,human,np_1,alph_4,attn,0.0,aaaa
85,human,human,np_1,alph_0,succ,1.0,pqrt
85,human,human,np_1,alph_1,fix_alphabet,8.0,optrj
85,human,human,np_1,alph_6,remove_redundant,7.0,cdefg
85,human,human,np_1,alph_2,pred,3.0,rtuv
85,human,human,np_20,alph_6,sort,1.0,dqcki
85,human,human,np_20,alph_4,pred,5.0,xom
85,human,human,np_20,alph_2,succ,3.0,edls
85,human,human,np_20,alph_1,remove_redundant,7.0,dtsjj
85,human,human,np_20,alph_3,fix_alphabet,7.0,wvoge
85,human,human,np_20,alph_5,add_letter,2.0,khl
85,human,human,np_20,alph_0,attn,3.0,aaaa
85,human,human,np_symb,symb_1,pred,7.0,&$!!
85,human,human,np_symb,symb_0,succ,7.0,)*@=
86,human,human,np_symb,symb_0,pred,7.0,&
86,human,human,np_symb,symb_1,succ,7.0,@
86,human,human,np_20,alph_1,add_letter,5.0,r k d t i
86,human,human,np_20,alph_0,pred,0.0,khad
86,human,human,np_20,alph_3,fix_alphabet,0.0,f w f z v
86,human,human,np_20,alph_2,attn,1.0,q e d w
86,human,human,np_20,alph_4,remove_redundant,9.0,o m n n t
86,human,human,np_20,alph_5,sort,0.0,p z s m d
86,human,human,np_20,alph_6,succ,8.0,p j h o
86,human,human,np_10,alph_4,add_letter,9.0,i t k z l
86,human,human,np_10,alph_5,sort,1.0,h m n p w
86,human,human,np_10,alph_6,succ,9.0,g o i k
86,human,human,np_10,alph_2,attn,3.0,a a a a
86,human,human,np_10,alph_3,pred,7.0,a i b d
86,human,human,np_10,alph_1,remove_redundant,3.0,k l t n x
86,human,human,np_10,alph_0,fix_alphabet,4.0,d e f p a
87,human,human,np_2,alph_1,sort,4.0,kbmno
87,human,human,np_2,alph_4,pred,6.0,afde
87,human,human,np_2,alph_0,attn,4.0,aaaa
87,human,human,np_2,alph_5,succ,9.0,kfmo
87,human,human,np_2,alph_2,fix_alphabet,3.0,mnopq
87,human,human,np_2,alph_3,remove_redundant,2.0,yrstu
87,human,human,np_2,alph_6,add_letter,5.0,bcdmf
87,human,human,np_20,alph_2,remove_redundant,1.0,atuvr
87,human,human,np_20,alph_6,pred,9.0,tsbr
87,human,human,np_20,alph_0,fix_alphabet,3.0,azbpe
87,human,human,np_20,alph_4,attn,9.0,aaaa
87,human,human,np_20,alph_3,add_letter,0.0,qnyak
87,human,human,np_20,alph_1,succ,5.0,zymh
87,human,human,np_20,alph_5,sort,8.0,chlkw
87,human,human,np_symb,symb_0,succ,7.0,)*@&
87,human,human,np_symb,symb_1,pred,5.0,!)<@
88,human,human,np_10,alph_4,sort,6.0,m l o p h
88,human,human,np_10,alph_0,succ,0.0,v b x j
88,human,human,np_10,alph_6,add_letter,8.0,t y r u v
88,human,human,np_10,alph_2,pred,4.0,r k l m
88,human,human,np_10,alph_5,fix_alphabet,7.0,k w m p z
88,human,human,np_10,alph_1,remove_redundant,0.0,p h r s u
88,human,human,np_10,alph_3,attn,9.0,a a a a
88,human,human,np_2,alph_6,succ,6.0,a b c m
88,human,human,np_2,alph_1,fix_alphabet,0.0,a l c d e
88,human,human,np_2,alph_4,sort,9.0,a b f d e
88,human,human,np_2,alph_2,attn,9.0,a a a a
88,human,human,np_2,alph_0,add_letter,1.0,d e f g h
88,human,human,np_2,alph_3,remove_redundant,9.0,d e f g h
88,human,human,np_2,alph_5,pred,0.0,b d e l
88,human,human,np_symb,symb_0,succ,9.0,) * @ &
88,human,human,np_symb,symb_1,pred,9.0,& $ ! +
89,human,human,np_20,alph_2,pred,7.0,bfmp
89,human,human,np_20,alph_6,attn,9.0,aaaa
89,human,human,np_20,alph_4,add_letter,6.0,ezbha
89,human,human,np_20,alph_5,remove_redundant,9.0,aryte
89,human,human,np_20,alph_3,sort,2.0,aqynu
89,human,human,np_20,alph_0,fix_alphabet,4.0,stwmc
89,human,human,np_20,alph_1,succ,8.0,flup
89,human,human,np_symb,symb_0,pred,4.0,>=&<
89,human,human,np_symb,symb_1,succ,7.0,$!+*
89,human,human,np_5,alph_4,pred,4.0,dkgh
89,human,human,np_5,alph_2,attn,4.0,aaaa
89,human,human,np_5,alph_5,remove_redundant,3.0,ywxvi
89,human,human,np_5,alph_3,succ,9.0,vwxb
89,human,human,np_5,alph_1,sort,0.0,uvwey
89,human,human,np_5,alph_6,add_letter,2.0,pqost
89,human,human,np_5,alph_0,fix_alphabet,2.0,efghi
90,human,human,np_10,alph_2,sort,9.0,edgrf
90,human,human,np_10,alph_1,fix_alphabet,0.0,mjtnx
90,human,human,np_10,alph_0,remove_redundant,0.0,eoghi
90,human,human,np_10,alph_6,pred,5.0,dfgo
90,human,human,np_10,alph_5,succ,9.0,jkwp
90,human,human,np_10,alph_3,add_letter,4.0,ghibd
90,human,human,np_10,alph_4,attn,4.0,hnsj
90,human,human,np_5,alph_5,succ,6.0,uywv
90,human,human,np_5,alph_4,pred,5.0,uwyx
90,human,human,np_5,alph_0,remove_redundant,2.0,nccde
90,human,human,np_5,alph_6,fix_alphabet,7.0,bjclm
90,human,human,np_5,alph_2,add_letter,2.0,lanhp
90,human,human,np_5,alph_3,attn,4.0,aaaa
90,human,human,np_5,alph_1,sort,4.0,hjirk
90,human,human,np_symb,symb_1,succ,5.0,)<@*
90,human,human,np_symb,symb_0,pred,2.0,@&<+
91,human,human,np_symb,symb_0,pred,6.0,=&<*
91,human,human,np_symb,symb_1,succ,3.0,+)<@
91,human,human,np_20,alph_0,attn,9.0,a a a a
91,human,human,np_20,alph_4,succ,2.0,mntf
91,human,human,np_20,alph_6,fix_alphabet,6.0,dvacg
91,human,human,np_20,alph_1,sort,7.0,vqxnp
91,human,human,np_20,alph_2,remove_redundant,1.0,atuvr
91,human,human,np_20,alph_3,pred,2.0,rrlo
91,human,human,np_20,alph_5,add_letter,5.0,vogik
91,human,human,np_1,alph_2,attn,1.0,a a a a
91,human,human,np_1,alph_0,fix_alphabet,7.0,bvdeu
91,human,human,np_1,alph_3,pred,9.0,oqrs
91,human,human,np_1,alph_1,succ,2.0,ijkm
91,human,human,np_1,alph_6,add_letter,0.0,jklmn
91,human,human,np_1,alph_5,sort,5.0,roqps
91,human,human,np_1,alph_4,remove_redundant,7.0,hijkl
92,human,human,np_symb,symb_0,succ,9.0,)*@&
92,human,human,np_symb,symb_1,pred,3.0,&$!+
92,human,human,np_2,alph_0,remove_redundant,9.0,aucde
92,human,human,np_2,alph_2,add_letter,3.0,opqrw
92,human,human,np_2,alph_4,fix_alphabet,7.0,stuvw
92,human,human,np_2,alph_1,attn,3.0,aaaa
92,human,human,np_2,alph_5,succ,6.0,fmnp
92,human,human,np_2,alph_6,sort,1.0,vwxyz
92,human,human,np_2,alph_3,pred,6.0,rtuv
92,human,human,np_1,alph_3,sort,0.0,defgh
92,human,human,np_1,alph_2,add_letter,3.0,nopqr
92,human,human,np_1,alph_4,pred,0.0,iklm
